actual_gesture,predicted_gesture,confidence
FIST,FIST,99.33333333333333
FIST,FIST,64.0
FIST,FIST,72.66666666666667
FIST,FIST,70.66666666666667
FIST,FIST,50.66666666666667
FIST,PINKY,38.666666666666664
FIST,FIST,85.33333333333334
FIST,FIST,90.66666666666666
FIST,FIST,90.66666666666666
FIST,FIST,88.66666666666667
FIST,FIST,92.0
FIST,FIST,94.66666666666667
FIST,FIST,92.66666666666666
FIST,FIST,84.0
FIST,FIST,86.0
FIST,FIST,92.0
FIST,FIST,92.66666666666666
FIST,FIST,91.33333333333333
FIST,FIST,88.66666666666667
FIST,FIST,94.0
FIST,FIST,87.33333333333333
FIST,FIST,92.66666666666666
FIST,FIST,84.0
FIST,FIST,90.0
FIST,FIST,86.0
FIST,FIST,94.0
FIST,FIST,91.33333333333333
FIST,FIST,98.0
FIST,FIST,97.33333333333334
FIST,FIST,98.66666666666667
FIST,FIST,95.33333333333334
FIST,FIST,96.66666666666667
FIST,FIST,87.33333333333333
FIST,FIST,96.0
FIST,FIST,97.33333333333334
FIST,FIST,88.66666666666667
FIST,FIST,87.33333333333333
FIST,FIST,85.33333333333334
FIST,FIST,82.0
FIST,FIST,88.0
FIST,FIST,82.0
FIST,FIST,74.0
FIST,FIST,90.66666666666666
FIST,FIST,93.33333333333333
FIST,FIST,96.66666666666667
FIST,FIST,88.0
FIST,FIST,97.33333333333334
FIST,FIST,99.33333333333333
FIST,FIST,96.0
FIST,FIST,98.66666666666667
FIST,FIST,96.66666666666667
FIST,FIST,94.0
FIST,FIST,90.0
FIST,FIST,92.66666666666666
FIST,FIST,92.0
FIST,FIST,93.33333333333333
FIST,FIST,95.33333333333334
FIST,FIST,96.0
FIST,FIST,87.33333333333333
FIST,FIST,86.66666666666667
FIST,FIST,84.0
FIST,FIST,85.33333333333334
FIST,FIST,85.33333333333334
FIST,FIST,87.33333333333333
FIST,FIST,81.33333333333333
FIST,FIST,97.33333333333334
FIST,FIST,85.33333333333334
FIST,FIST,85.33333333333334
FIST,FIST,80.66666666666666
FIST,FIST,82.0
FIST,FIST,82.0
FIST,FIST,85.33333333333334
FIST,FIST,88.0
FIST,FIST,96.66666666666667
FIST,FIST,97.33333333333334
FIST,FIST,97.33333333333334
FIST,FIST,90.0
FIST,FIST,87.33333333333333
FIST,FIST,85.33333333333334
FIST,FIST,84.0
FIST,FIST,93.33333333333333
FIST,FIST,96.0
FIST,FIST,93.33333333333333
FIST,FIST,93.33333333333333
FIST,FIST,92.66666666666666
FIST,FIST,93.33333333333333
FIST,FIST,97.33333333333334
FIST,FIST,91.33333333333333
FIST,FIST,88.66666666666667
FIST,FIST,86.66666666666667
FIST,FIST,96.0
FIST,FIST,94.0
FIST,FIST,87.33333333333333
FIST,FIST,76.66666666666667
FIST,FIST,91.33333333333333
FIST,FIST,96.66666666666667
FIST,FIST,93.33333333333333
FIST,FIST,82.0
FIST,FIST,72.66666666666667
FIST,FIST,82.66666666666667
FIST,FIST,70.66666666666667
FIST,FIST,64.0
FIST,FIST,88.66666666666667
FIST,FIST,88.0
FIST,FIST,88.66666666666667
FIST,FIST,84.66666666666667
FIST,FIST,80.0
FIST,FIST,70.0
FIST,FIST,83.33333333333334
FIST,FIST,92.66666666666666
FIST,FIST,94.66666666666667
FIST,FIST,97.33333333333334
FIST,FIST,96.0
FIST,FIST,90.66666666666666
FIST,FIST,93.33333333333333
FIST,FIST,91.33333333333333
FIST,FIST,93.33333333333333
FIST,FIST,92.66666666666666
FIST,FIST,87.33333333333333
FIST,FIST,74.0
FIST,FIST,91.33333333333333
FIST,FIST,91.33333333333333
FIST,FIST,92.0
FIST,FIST,79.33333333333333
FIST,PINKY,44.666666666666664
FIST,FIST,76.66666666666667
FIST,FIST,94.0
FIST,FIST,100.0
FIST,FIST,93.33333333333333
FIST,FIST,92.0
FIST,FIST,93.33333333333333
FIST,FIST,89.33333333333333
FIST,FIST,96.66666666666667
FIST,FIST,89.33333333333333
FIST,FIST,88.66666666666667
FIST,FIST,80.0
FIST,FIST,82.66666666666667
FIST,FIST,90.66666666666666
FIST,FIST,83.33333333333334
FIST,FIST,74.66666666666667
FIST,FIST,75.33333333333333
FIST,FIST,71.33333333333334
FIST,FIST,74.0
FIST,FIST,66.0
FIST,FIST,65.33333333333333
FIST,FIST,68.0
FIST,FIST,68.0
FIST,FIST,56.666666666666664
FIST,FIST,57.99999999999999
FIST,FIST,65.33333333333333
FIST,FIST,59.333333333333336
FIST,FIST,59.333333333333336
FIST,FIST,56.666666666666664
FIST,FIST,57.99999999999999
FIST,FIST,54.666666666666664
FIST,FIST,61.33333333333333
FIST,FIST,66.66666666666666
FIST,FIST,72.0
FIST,FIST,88.0
FIST,FIST,94.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,98.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,98.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,99.33333333333333
FIST,FIST,96.0
FIST,FIST,94.66666666666667
FIST,FIST,92.66666666666666
FIST,FIST,91.33333333333333
FIST,FIST,90.66666666666666
FIST,FIST,92.0
FIST,FIST,97.33333333333334
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,98.0
FIST,FIST,92.66666666666666
FIST,FIST,98.0
FIST,FIST,99.33333333333333
FIST,FIST,96.66666666666667
FIST,FIST,93.33333333333333
FIST,FIST,89.33333333333333
FIST,FIST,80.66666666666666
FIST,FIST,92.0
FIST,FIST,93.33333333333333
FIST,FIST,92.66666666666666
FIST,FIST,86.0
FIST,FIST,88.66666666666667
FIST,FIST,48.66666666666667
FIST,FIST,81.33333333333333
FIST,FIST,94.66666666666667
FIST,FIST,96.66666666666667
FIST,FIST,96.0
FIST,FIST,95.33333333333334
FIST,FIST,100.0
FIST,FIST,98.0
FIST,FIST,98.0
FIST,FIST,98.0
FIST,FIST,98.66666666666667
FIST,FIST,95.33333333333334
FIST,FIST,97.33333333333334
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,98.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,98.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,99.33333333333333
FIST,FIST,98.66666666666667
FIST,FIST,98.0
FIST,FIST,96.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,96.0
FIST,FIST,95.33333333333334
FIST,FIST,97.33333333333334
FIST,FIST,93.33333333333333
FIST,FIST,94.66666666666667
FIST,FIST,95.33333333333334
FIST,FIST,94.0
FIST,FIST,95.33333333333334
FIST,FIST,94.0
FIST,FIST,95.33333333333334
FIST,FIST,94.66666666666667
FIST,FIST,91.33333333333333
FIST,FIST,90.0
FIST,FIST,94.0
FIST,FIST,92.0
FIST,FIST,94.66666666666667
FIST,FIST,88.66666666666667
FIST,FIST,92.0
FIST,FIST,92.0
FIST,FIST,92.0
FIST,FIST,92.0
FIST,FIST,92.0
FIST,FIST,92.0
FIST,FIST,98.0
FIST,FIST,97.33333333333334
FIST,FIST,98.0
FIST,FIST,96.0
FIST,FIST,96.66666666666667
FIST,FIST,96.66666666666667
FIST,FIST,97.33333333333334
FIST,FIST,96.66666666666667
FIST,FIST,83.33333333333334
FIST,FIST,86.66666666666667
FIST,FIST,94.0
FIST,FIST,94.0
FIST,FIST,94.66666666666667
FIST,FIST,90.0
FIST,FIST,90.66666666666666
FIST,FIST,84.0
FIST,FIST,79.33333333333333
FIST,FIST,76.0
FIST,FIST,90.0
FIST,FIST,92.0
FIST,FIST,94.66666666666667
FIST,FIST,96.66666666666667
FIST,FIST,89.33333333333333
FIST,FIST,76.66666666666667
FIST,FIST,62.66666666666667
FIST,FIST,76.0
FIST,FIST,92.0
FIST,FIST,82.66666666666667
FIST,FIST,90.66666666666666
FIST,FIST,95.33333333333334
FIST,FIST,97.33333333333334
FIST,FIST,92.0
FIST,FIST,92.66666666666666
FIST,FIST,92.66666666666666
FIST,FIST,96.66666666666667
FIST,FIST,93.33333333333333
FIST,FIST,93.33333333333333
FIST,FIST,97.33333333333334
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,98.0
FIST,FIST,98.66666666666667
FIST,FIST,99.33333333333333
FIST,FIST,95.33333333333334
FIST,FIST,96.0
FIST,FIST,96.66666666666667
FIST,FIST,98.0
FIST,FIST,98.0
FIST,FIST,99.33333333333333
FIST,FIST,98.0
FIST,FIST,96.66666666666667
FIST,FIST,96.66666666666667
FIST,FIST,100.0
FIST,FIST,100.0
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,99.33333333333333
FIST,FIST,100.0
FIST,FIST,98.66666666666667
FIST,FIST,96.0
FIST,FIST,96.0
FIST,FIST,93.33333333333333
FIST,FIST,97.33333333333334
FIST,FIST,90.0
FIST,FIST,88.0
FIST,FIST,97.33333333333334
FIST,FIST,94.0
FIST,FIST,96.66666666666667
FIST,FIST,98.0
FIST,FIST,99.33333333333333
FIST,FIST,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,99.33333333333333
POINT,POINT,98.0
POINT,POINT,96.0
POINT,POINT,88.0
POINT,POINT,85.33333333333334
POINT,POINT,80.66666666666666
POINT,POINT,78.66666666666666
POINT,POINT,78.66666666666666
POINT,POINT,81.33333333333333
POINT,POINT,80.66666666666666
POINT,POINT,96.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,96.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,98.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,96.0
POINT,POINT,96.0
POINT,POINT,96.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,96.0
POINT,POINT,97.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,98.0
POINT,POINT,98.66666666666667
POINT,POINT,98.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,98.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,98.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,97.33333333333334
POINT,POINT,86.0
POINT,POINT,96.0
POINT,POINT,93.33333333333333
POINT,POINT,98.0
POINT,POINT,98.0
POINT,POINT,96.66666666666667
POINT,POINT,94.0
POINT,POINT,94.66666666666667
POINT,POINT,88.0
POINT,POINT,76.0
POINT,POINT,79.33333333333333
POINT,POINT,76.0
POINT,POINT,77.33333333333333
POINT,POINT,80.0
POINT,POINT,84.0
POINT,POINT,84.66666666666667
POINT,POINT,80.0
POINT,POINT,79.33333333333333
POINT,POINT,81.33333333333333
POINT,POINT,79.33333333333333
POINT,POINT,78.0
POINT,POINT,81.33333333333333
POINT,POINT,75.33333333333333
POINT,POINT,82.66666666666667
POINT,POINT,82.66666666666667
POINT,POINT,82.0
POINT,POINT,84.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,88.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,91.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,98.0
POINT,POINT,92.66666666666666
POINT,POINT,93.33333333333333
POINT,POINT,94.0
POINT,POINT,93.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,98.0
POINT,POINT,98.0
POINT,POINT,98.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,98.0
POINT,POINT,100.0
POINT,POINT,98.0
POINT,POINT,98.66666666666667
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,94.0
POINT,POINT,98.66666666666667
POINT,POINT,87.33333333333333
POINT,POINT,96.66666666666667
POINT,POINT,98.0
POINT,POINT,74.66666666666667
POINT,POINT,92.0
POINT,POINT,88.0
POINT,POINT,90.0
POINT,POINT,89.33333333333333
POINT,POINT,92.66666666666666
POINT,POINT,92.66666666666666
POINT,POINT,90.0
POINT,POINT,95.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,96.0
POINT,POINT,82.66666666666667
POINT,POINT,94.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,94.66666666666667
POINT,POINT,94.0
POINT,POINT,90.66666666666666
POINT,POINT,80.66666666666666
POINT,POINT,90.66666666666666
POINT,POINT,89.33333333333333
POINT,POINT,80.0
POINT,POINT,84.66666666666667
POINT,POINT,93.33333333333333
POINT,POINT,75.33333333333333
POINT,POINT,79.33333333333333
POINT,POINT,90.66666666666666
POINT,POINT,93.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,92.0
POINT,POINT,89.33333333333333
POINT,POINT,93.33333333333333
POINT,POINT,87.33333333333333
POINT,POINT,90.0
POINT,POINT,86.0
POINT,POINT,92.66666666666666
POINT,POINT,90.66666666666666
POINT,POINT,86.0
POINT,POINT,86.0
POINT,POINT,62.66666666666667
POINT,POINT,53.333333333333336
POINT,POINT,48.0
POINT,POINT,45.33333333333333
POINT,POINT,66.0
POINT,POINT,74.0
POINT,POINT,72.66666666666667
POINT,POINT,74.66666666666667
POINT,POINT,68.0
POINT,POINT,66.0
POINT,POINT,70.66666666666667
POINT,POINT,74.66666666666667
POINT,POINT,78.0
POINT,POINT,84.0
POINT,POINT,87.33333333333333
POINT,POINT,90.0
POINT,POINT,90.0
POINT,POINT,87.33333333333333
POINT,POINT,83.33333333333334
POINT,POINT,84.0
POINT,POINT,90.66666666666666
POINT,POINT,96.66666666666667
POINT,POINT,96.0
POINT,POINT,98.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,98.0
POINT,POINT,98.0
POINT,POINT,97.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,98.0
POINT,POINT,99.33333333333333
POINT,POINT,93.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,95.33333333333334
POINT,POINT,99.33333333333333
POINT,POINT,98.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,95.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,94.66666666666667
POINT,POINT,89.33333333333333
POINT,POINT,90.0
POINT,POINT,88.0
POINT,POINT,89.33333333333333
POINT,POINT,89.33333333333333
POINT,POINT,90.0
POINT,POINT,92.0
POINT,POINT,96.0
POINT,POINT,98.0
POINT,POINT,95.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,99.33333333333333
POINT,POINT,97.33333333333334
POINT,POINT,97.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,92.0
POINT,POINT,89.33333333333333
POINT,POINT,94.0
POINT,POINT,96.0
POINT,POINT,91.33333333333333
POINT,POINT,94.66666666666667
POINT,POINT,93.33333333333333
POINT,POINT,93.33333333333333
POINT,POINT,88.0
POINT,POINT,84.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,85.33333333333334
POINT,POINT,85.33333333333334
POINT,POINT,84.0
POINT,POINT,78.66666666666666
POINT,POINT,84.0
POINT,POINT,80.66666666666666
POINT,POINT,88.66666666666667
POINT,POINT,88.66666666666667
POINT,POINT,88.66666666666667
POINT,POINT,90.0
POINT,POINT,90.0
POINT,POINT,90.0
POINT,POINT,89.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,94.0
POINT,POINT,98.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,99.33333333333333
POINT,POINT,98.0
POINT,POINT,98.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,98.66666666666667
POINT,POINT,98.0
POINT,POINT,94.0
POINT,POINT,94.0
POINT,POINT,93.33333333333333
POINT,POINT,89.33333333333333
POINT,POINT,92.0
POINT,POINT,92.66666666666666
POINT,POINT,86.66666666666667
POINT,POINT,88.66666666666667
POINT,POINT,88.0
POINT,POINT,89.33333333333333
POINT,POINT,96.66666666666667
POINT,POINT,88.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,90.0
POINT,POINT,88.0
POINT,POINT,92.0
POINT,POINT,82.66666666666667
POINT,POINT,86.0
POINT,POINT,86.66666666666667
POINT,POINT,86.0
POINT,POINT,86.0
POINT,POINT,87.33333333333333
POINT,POINT,97.33333333333334
POINT,POINT,88.66666666666667
POINT,POINT,98.0
POINT,POINT,91.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,94.0
POINT,POINT,96.0
POINT,POINT,72.0
POINT,POINT,57.333333333333336
POINT,POINT,50.66666666666667
POINT,POINT,64.66666666666666
POINT,POINT,76.0
POINT,POINT,92.66666666666666
POINT,POINT,96.0
POINT,POINT,94.66666666666667
POINT,POINT,96.0
POINT,POINT,96.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,94.0
POINT,POINT,96.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,98.0
POINT,POINT,96.0
POINT,POINT,93.33333333333333
POINT,POINT,90.66666666666666
POINT,POINT,94.0
POINT,POINT,86.0
POINT,POINT,88.66666666666667
POINT,POINT,79.33333333333333
POINT,POINT,78.66666666666666
POINT,POINT,78.66666666666666
POINT,POINT,94.66666666666667
POINT,POINT,94.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,94.66666666666667
POINT,POINT,94.0
POINT,POINT,92.0
POINT,POINT,96.66666666666667
POINT,POINT,96.0
POINT,POINT,95.33333333333334
POINT,POINT,90.66666666666666
POINT,POINT,87.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,92.0
POINT,POINT,90.0
POINT,POINT,91.33333333333333
POINT,POINT,86.66666666666667
POINT,POINT,83.33333333333334
POINT,POINT,90.66666666666666
POINT,POINT,88.66666666666667
POINT,POINT,84.66666666666667
POINT,POINT,83.33333333333334
POINT,POINT,86.0
POINT,POINT,89.33333333333333
POINT,POINT,82.66666666666667
POINT,POINT,92.66666666666666
POINT,POINT,96.66666666666667
POINT,POINT,91.33333333333333
POINT,POINT,96.66666666666667
POINT,POINT,94.0
POINT,POINT,80.0
POINT,POINT,94.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,95.33333333333334
POINT,POINT,92.66666666666666
POINT,POINT,87.33333333333333
POINT,POINT,85.33333333333334
POINT,POINT,83.33333333333334
POINT,POINT,74.66666666666667
POINT,POINT,82.0
POINT,POINT,84.0
POINT,POINT,84.0
POINT,POINT,84.66666666666667
POINT,POINT,73.33333333333333
POINT,POINT,80.66666666666666
POINT,POINT,82.66666666666667
POINT,POINT,85.33333333333334
POINT,POINT,76.0
POINT,POINT,72.0
POINT,POINT,86.66666666666667
POINT,POINT,80.0
POINT,POINT,82.66666666666667
POINT,POINT,90.0
POINT,POINT,80.66666666666666
POINT,POINT,86.66666666666667
POINT,POINT,90.0
POINT,POINT,95.33333333333334
POINT,POINT,95.33333333333334
POINT,POINT,95.33333333333334
POINT,POINT,97.33333333333334
POINT,POINT,97.33333333333334
POINT,POINT,96.0
POINT,POINT,93.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,96.66666666666667
POINT,POINT,86.66666666666667
POINT,POINT,89.33333333333333
POINT,POINT,90.0
POINT,POINT,88.66666666666667
POINT,POINT,92.66666666666666
POINT,POINT,96.0
POINT,POINT,91.33333333333333
POINT,POINT,90.66666666666666
POINT,POINT,92.0
POINT,POINT,91.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,88.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,94.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,96.0
POINT,POINT,98.0
POINT,POINT,90.0
POINT,POINT,90.0
POINT,POINT,94.0
POINT,POINT,92.0
POINT,POINT,78.0
POINT,POINT,84.66666666666667
POINT,POINT,87.33333333333333
POINT,POINT,86.0
POINT,POINT,83.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,90.66666666666666
POINT,POINT,90.66666666666666
POINT,POINT,88.66666666666667
POINT,POINT,94.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,95.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,92.0
POINT,POINT,97.33333333333334
POINT,POINT,97.33333333333334
POINT,POINT,93.33333333333333
POINT,POINT,92.66666666666666
POINT,POINT,97.33333333333334
POINT,POINT,94.66666666666667
POINT,POINT,97.33333333333334
POINT,POINT,94.0
POINT,POINT,94.0
POINT,POINT,86.66666666666667
POINT,POINT,93.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,89.33333333333333
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,94.0
POINT,POINT,94.0
POINT,POINT,97.33333333333334
POINT,POINT,78.66666666666666
POINT,POINT,81.33333333333333
POINT,POINT,81.33333333333333
POINT,POINT,82.0
POINT,POINT,83.33333333333334
POINT,POINT,81.33333333333333
POINT,POINT,80.66666666666666
POINT,POINT,77.33333333333333
POINT,POINT,71.33333333333334
POINT,POINT,73.33333333333333
POINT,POINT,82.0
POINT,POINT,82.66666666666667
POINT,POINT,89.33333333333333
POINT,POINT,90.66666666666666
POINT,POINT,90.0
POINT,POINT,76.66666666666667
POINT,POINT,82.66666666666667
POINT,POINT,84.0
POINT,POINT,78.0
POINT,POINT,80.66666666666666
POINT,POINT,90.66666666666666
POINT,POINT,92.66666666666666
POINT,POINT,92.66666666666666
POINT,POINT,77.33333333333333
POINT,POINT,83.33333333333334
POINT,POINT,80.66666666666666
POINT,POINT,83.33333333333334
POINT,POINT,84.66666666666667
POINT,POINT,81.33333333333333
POINT,POINT,80.0
POINT,POINT,76.66666666666667
POINT,POINT,89.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,83.33333333333334
POINT,POINT,86.0
POINT,POINT,83.33333333333334
POINT,POINT,85.33333333333334
POINT,POINT,87.33333333333333
POINT,POINT,83.33333333333334
POINT,POINT,83.33333333333334
POINT,POINT,79.33333333333333
POINT,POINT,92.66666666666666
POINT,POINT,93.33333333333333
POINT,POINT,52.0
POINT,POINT,78.0
POINT,POINT,80.0
POINT,POINT,77.33333333333333
POINT,POINT,86.0
POINT,POINT,85.33333333333334
POINT,POINT,90.66666666666666
POINT,POINT,87.33333333333333
POINT,POINT,95.33333333333334
POINT,POINT,91.33333333333333
POINT,POINT,88.66666666666667
POINT,POINT,88.0
POINT,POINT,84.66666666666667
POINT,POINT,81.33333333333333
POINT,POINT,75.33333333333333
POINT,POINT,84.66666666666667
POINT,POINT,78.0
POINT,POINT,81.33333333333333
POINT,POINT,80.0
POINT,POINT,76.0
POINT,POINT,81.33333333333333
POINT,POINT,79.33333333333333
POINT,POINT,86.0
POINT,POINT,83.33333333333334
POINT,POINT,91.33333333333333
POINT,POINT,96.0
POINT,POINT,96.66666666666667
POINT,POINT,96.66666666666667
POINT,POINT,95.33333333333334
POINT,POINT,96.0
POINT,POINT,78.66666666666666
POINT,POINT,58.666666666666664
POINT,FIST,57.99999999999999
POINT,FIST,50.66666666666667
POINT,POINT,94.0
POINT,POINT,90.66666666666666
POINT,POINT,93.33333333333333
POINT,POINT,88.66666666666667
POINT,POINT,88.66666666666667
POINT,POINT,87.33333333333333
POINT,POINT,87.33333333333333
POINT,POINT,91.33333333333333
POINT,POINT,92.0
POINT,POINT,92.0
POINT,POINT,96.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,96.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,99.33333333333333
POINT,POINT,98.66666666666667
POINT,POINT,98.0
POINT,POINT,97.33333333333334
POINT,POINT,98.0
POINT,POINT,98.0
POINT,POINT,98.66666666666667
POINT,POINT,98.66666666666667
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,100.0
POINT,POINT,92.66666666666666
POINT,POINT,96.0
POINT,POINT,98.0
POINT,POINT,94.66666666666667
POINT,POINT,94.66666666666667
POINT,POINT,92.66666666666666
POINT,POINT,81.33333333333333
POINT,POINT,89.33333333333333
POINT,POINT,89.33333333333333
POINT,POINT,94.0
POINT,POINT,94.66666666666667
POINT,POINT,100.0
POINT,POINT,97.33333333333334
POINT,POINT,98.66666666666667
POINT,POINT,94.0
POINT,POINT,84.0
POINT,POINT,90.0
